NOMBDEPTO,NOMBLOC,POBLACION,CANT_FARMACIAS
TACUAREMBO,PUEBLO DEL BARRO,98.0,0
TACUAREMBO,RINCON DEL BONETE,54.0,0
TACUAREMBO,BALNEARIO IPORA,298.0,0
TACUAREMBO,PIEDRA SOLA,88.0,0
TACUAREMBO,RURAL,9660.0,14
TACUAREMBO,CARDOZO,42.0,0
TACUAREMBO,CHAMBERLAIN,52.0,0
TACUAREMBO,CUCHILLA DE PERALTA,218.0,0
TACUAREMBO,LA PEDRERA,240.0,0
TACUAREMBO,LAURELES,19.0,0
TACUAREMBO,MONTEVIDEO CHICO,26.0,0
TACUAREMBO,CERRO DE PASTOREO,24.0,0
TACUAREMBO,SAUCE DE BATOVI,133.0,0
TACUAREMBO,PUNTAS DE CINCO SAUCES,51.0,0
TACUAREMBO,RINCON DE PEREIRA,23.0,0
TACUAREMBO,PUNTA DE CARRETERA,110.0,0
TACUAREMBO,CRUZ DE LOS CAMINOS,463.0,0
TREINTA Y TRES,TREINTA Y TRES,25477.0,4
TREINTA Y TRES,SANTA CLARA DE OLIMAR,2341.0,1
TREINTA Y TRES,VERGARA,3810.0,1
TREINTA Y TRES,ARROZAL TREINTA Y TRES,344.0,0
TREINTA Y TRES,GRAL. ENRIQUE MARTINEZ,1430.0,0
TREINTA Y TRES,VILLA SARA,1199.0,0
TREINTA Y TRES,CERRO CHATO,1694.0,2
TREINTA Y TRES,ESTACION RINCON,674.0,0
TREINTA Y TRES,ISLA PATRULLA (MARIA ISABEL),230.0,0
TREINTA Y TRES,VALENTINES,133.0,0
TREINTA Y TRES,RURAL,3172.0,6
TREINTA Y TRES,POBLADO ALONZO,19.0,0
TREINTA Y TRES,ARROCERA RINCON,62.0,0
TREINTA Y TRES,ARROCERA LOS CEIBOS,49.0,0
TREINTA Y TRES,MARIA ALBINA,68.0,0
TREINTA Y TRES,MENDIZABAL (EL ORO),82.0,0
TREINTA Y TRES,PUNTAS DEL PARAO,16.0,0
TREINTA Y TRES,VILLA PASSANO,18.0,0
TREINTA Y TRES,EJIDO DE TREINTA Y TRES,6782.0,4
TREINTA Y TRES,EL BELLACO,54.0,0
TREINTA Y TRES,ARROCERA LOS TEROS,21.0,0
TREINTA Y TRES,ARROCERA BONOMO,8.0,0
TREINTA Y TRES,ARROCERA EL TIGRE,39.0,0
TREINTA Y TRES,ARROCERA LA CATUMBERA,34.0,0
TREINTA Y TRES,ARROCERA LA QUERENCIA,29.0,0
TREINTA Y TRES,ARROCERA LAS PALMAS,40.0,0
TREINTA Y TRES,ARROCERA MINI,41.0,0
TREINTA Y TRES,ARROCERA PROCIPA,55.0,0
TREINTA Y TRES,ARROCERA SAN FERNANDO,72.0,0
TREINTA Y TRES,ARROCERA SANTA FE,25.0,0
TREINTA Y TRES,ARROCERA ZAPATA,116.0,0
